Color,Condition,Cylinders,Drive,Fuel,Make,Model,Odometer,Price,Title,Transmission_Automatic,Year
Grey,Good,4,Fwd,Gas,Ford,Focus,74500,5750,Rebuilt,1,2015
White,Good,4,Rwd,Gas,Jeep,Compass,130000,4200,Clean,1,2008
White,Good,6,Rwd,Gas,Ford,Explorer,180000,2800,Clean,1,2003
White,Good,8,Rwd,Diesel,Ford,F350,156000,10450,Clean,1,1999
Blue,New,4,4Wd,Gas,Subaru,Outback,150000,7500,Clean,1,2012
Black,Excellent,6,Fwd,Gas,Nissan,Maxima,98395,15000,Salvage,1,2017
White,Excellent,8,4Wd,Gas,Land Rover,Range,98263,27500,Clean,1,2014
White,Excellent,4,Rwd,Gas,Mercedes,C250,107794,11999,Clean,1,2013
White,Excellent,6,Rwd,Gas,Honda,Pilot,108000,16700,Clean,1,2016
White,Excellent,4,Rwd,Gas,Mercedes,C250,107794,11900,Clean,1,2013
Black,Salvage,4,Fwd,Gas,Chevrolet,Cruze,55000,12800,Salvage,1,2017
Black,Excellent,6,Rwd,Gas,Bmw,325I,113000,5600,Clean,1,2006
Silver,Like New,8,4Wd,Gas,Chevrolet,Silverado,62000,34000,Salvage,1,2019
Silver,Good,5,Rwd,Gas,Nissan,Versa,99000,2500,Clean,1,2014
White,Excellent,4,Fwd,Gas,Ford,Escape,125213,9850,Clean,1,2014
White,Like New,4,Fwd,Gas,Dodge,Ram,15000,29000,Clean,1,2021
White,Good,6,Fwd,Gas,Lexus,Es350,184420,7000,Clean,1,2007
Silver,Excellent,4,Fwd,Gas,Toyota,Matrix,148000,5900,Clean,1,2005
White,Excellent,6,Rwd,Gas,Toyota,Tacoma,32000,35000,Clean,1,2018
Black,Excellent,4,4Wd,Gas,Audi,A4,75067,16250,Clean,1,2012
White,Good,8,Rwd,Diesel,Ford,F350,210000,5000,Clean,1,2006
White,Excellent,6,Rwd,Gas,Chevrolet,Colorado,147000,16500,Clean,1,2016
Black,Excellent,8,Rwd,Gas,Volkswagen,Jetta,154000,3650,Clean,1,2010
Black,Excellent,6,Rwd,Gas,Infiniti,Qx60,24444,28500,Clean,1,2019
Grey,Excellent,8,4Wd,Gas,Hummer,H3,275000,10000,Clean,1,2008
Grey,Excellent,4,Rwd,Gas,Toyota,Matrix,174800,4750,Clean,0,2004
Silver,Excellent,4,Fwd,Gas,Toyota,Camry,199540,7500,Clean,1,2011
Grey,Good,6,Fwd,Gas,Lexus,Rx350,53000,10500,Clean,1,2008
Silver,Good,4,Fwd,Gas,Toyota,Camry,320000,3490,Clean,1,2005
Silver,Good,4,Fwd,Gas,Toyota,Camry,74521,4900,Clean,1,2004
Blue,Good,10,Rwd,Gas,Ford,E350,141350,10000,Clean,1,2005
White,Good,4,Fwd,Gas,Toyota,Prius,130000,11500,Clean,1,2014
White,Good,4,Rwd,Gas,Toyota,Corolla,142000,4100,Clean,1,2004
Red,Like New,8,Rwd,Gas,Chevrolet,Camaro,32000,29900,Salvage,1,2020
Grey,Like New,8,Fwd,Gas,Dodge,Challenger,45200,19900,Salvage,1,2019
Black,Good,6,Fwd,Gas,Toyota,Sienna,118500,18500,Clean,1,2015
Yellow,Excellent,6,4Wd,Gas,Jeep,Wrangler,31997,22900,Clean,0,2006
White,Like New,8,4Wd,Gas,Dodge,Ram,41150,36850,Salvage,1,2020
Silver,Good,6,Rwd,Gas,Lexus,Is,124190,20000,Clean,1,2014
Brown,Like New,8,Rwd,Gas,Toyota,Sequoia,245000,4500,Clean,1,2003
Grey,Excellent,4,Fwd,Hybrid,Toyota,Prius,78000,24900,Clean,1,2017
White,Good,6,Fwd,Gas,Ram,Promaster,230000,17000,Clean,1,2014
Yellow,Good,8,4Wd,Gas,Jeep,Wrangler,50000,15000,Clean,1,1995
Blue,Good,6,Fwd,Gas,Ford,Flex,162000,6000,Clean,1,2009
White,Good,6,4Wd,Gas,Mercedes,Ml350,160000,6500,Clean,1,2008
Blue,Excellent,4,Fwd,Hybrid,Kia,Optima,72000,8500,Salvage,1,2015
Silver,Excellent,6,Fwd,Diesel,Mercedes,Sprinter,99000,32700,Clean,1,2013
Red,Good,4,Fwd,Hybrid,Toyota,Prius,208500,5000,Clean,1,2007
Black,Excellent,4,4Wd,Gas,Audi,Q5,98000,12800,Clean,1,2012
White,Excellent,6,4Wd,Diesel,Dodge,Ram,244000,19500,Clean,1,2007
Silver,Good,4,Fwd,Gas,Toyota,Camry,180000,6900,Salvage,1,2007
White,Excellent,8,4Wd,Gas,Lexus,Gx470,168658,16898,Clean,1,2004
White,Excellent,6,Fwd,Gas,Toyota,Sienna,130000,6950,Clean,1,2006
White,Excellent,4,Fwd,Gas,Toyota,Corolla,152200,6900,Clean,1,2009
Grey,Excellent,6,4Wd,Gas,Audi,Q5,107750,9900,Clean,1,2012
Grey,Excellent,6,4Wd,Gas,Volkswagen,Touareg,107000,11900,Clean,1,2012
Silver,Excellent,6,Fwd,Gas,Toyota,Avalon,125285,5490,Clean,1,2002
Silver,Salvage,4,4Wd,Gas,Honda,Civic,139000,3500,Lien,1,2012
White,Excellent,6,Rwd,Gas,Hyundai,Genesis,32220,20000,Clean,1,2013
Black,Excellent,6,4Wd,Gas,Jeep,Wrangler,111120,21500,Salvage,1,2015
Grey,Good,6,Rwd,Gas,Bmw,535I,155000,5500,Clean,1,2008
Red,Excellent,8,Rwd,Gas,Ford,Mustang,120633,17000,Clean,1,2016
White,Excellent,6,Rwd,Gas,Bmw,M3,113000,39000,Clean,0,2002
Black,Excellent,4,Rwd,Gas,Honda,Accord,106000,13350,Clean,1,2014
Grey,Good,4,Fwd,Gas,Honda,Accord,180000,6900,Clean,1,2012
Silver,Good,8,Rwd,Gas,Ford,Mustang,180000,12000,Clean,1,2000
Blue,Excellent,4,Fwd,Gas,Mini Cooper,S,58043,5500,Salvage,1,2008
Black,Excellent,6,4Wd,Gas,Jeep,Wrangler,105232,16500,Salvage,1,2012
Black,Good,8,Fwd,Gas,Land Rover,Range Rover,150200,12000,Clean,1,2012
Silver,Fair,8,Rwd,Gas,Toyota,Tundra,176000,8000,Clean,1,2002
White,Excellent,4,4Wd,Gas,Subaru,Impreza,129500,3800,Clean,0,2002
White,Good,8,4Wd,Gas,Land Rover,Range Rover,89300,32000,Clean,1,1995
Grey,Excellent,4,Fwd,Gas,Volkswagen,Gti,101000,11500,Clean,1,2014
Red,Excellent,4,Fwd,Hybrid,Toyota,Prius,127000,4900,Clean,1,2009
Silver,Good,4,Rwd,Gas,Toyota,Corolla,174000,3250,Clean,1,2003
Grey,Excellent,4,Rwd,Gas,Toyota,Prius,110712,13000,Clean,1,2014
Grey,Excellent,6,Fwd,Gas,Honda,Odyssey,105500,13000,Salvage,1,2013
Grey,Excellent,8,4Wd,Gas,Lexus,Ls,134608,9500,Salvage,1,2009
Grey,Like New,4,Fwd,Hybrid,Toyota,Camry,66000,9500,Salvage,1,2009
Grey,Like New,8,Rwd,Gas,Chevrolet,Silverado,65000,24995,Salvage,1,2017
White,New,6,Rwd,Gas,Lexus,Rx,27000,32995,Salvage,1,2020
Black,Like New,4,Fwd,Gas,Audi,A3,96000,11500,Clean,1,2015
White,Good,4,Fwd,Gas,Toyota,Corolla,198978,2750,Clean,1,1997
Grey,Excellent,8,4Wd,Gas,Land Rover,Range Rover,61330,47900,Clean,1,2014
White,Like New,6,Fwd,Gas,Bmw,328I,100000,9500,Clean,1,2011
Silver,Excellent,6,Rwd,Gas,Bmw,Z4,76000,12000,Clean,0,2005
Black,Excellent,6,4Wd,Gas,Porsche,Macan,44000,47000,Clean,1,2017
Blue,Excellent,4,Fwd,Gas,Honda,Accord,138000,8900,Clean,1,2012
Silver,Excellent,5,Fwd,Gas,Volkswagen,Golf,85000,6500,Rebuilt,1,2012
White,Like New,4,Rwd,Gas,Chevrolet,Silverado,4100,38900,Clean,1,2022
Grey,Excellent,4,4Wd,Gas,Jeep,Compass,123598,8400,Clean,1,2011
Black,Good,4,Fwd,Gas,Chevrolet,Equinox,120256,4900,Clean,1,2015
Black,Like New,5,Rwd,Gas,Mercedes,E350,178000,6500,Clean,1,2010
Silver,Excellent,4,Fwd,Gas,Nissan,Altima,140000,8300,Clean,1,2016
Grey,Excellent,6,Fwd,Gas,Chrysler,300,111621,8999,Clean,1,2010
Grey,Excellent,4,Fwd,Gas,Audi,Tt,82000,8900,Clean,1,2008
Silver,Excellent,4,Fwd,Gas,Nissan,Rogue,138711,7800,Clean,1,2014
White,Excellent,8,4Wd,Diesel,Chevrolet,Silverado,150000,27000,Clean,1,2011
Red,Excellent,4,4Wd,Gas,Jeep,Wrangler,82000,6000,Clean,0,2003
Blue,New,4,Fwd,Hybrid,Toyota,Prius,139000,7800,Clean,1,2006
Grey,Like New,4,4Wd,Gas,Ford,Escape,101000,10850,Clean,1,2014
Black,Like New,4,Fwd,Gas,Audi,A4,143000,7900,Clean,1,2013
Silver,Like New,4,Fwd,Gas,Nissan,Versa,133000,5900,Clean,1,2011
Silver,Excellent,4,4Wd,Gas,Subaru,Forester,169000,3900,Clean,1,2001
Black,Excellent,6,4Wd,Gas,Audi,Q7,134000,7900,Clean,1,2008
Grey,Excellent,6,Rwd,Gas,Bmw,328I,165000,6900,Clean,1,2009
Black,Excellent,6,Rwd,Gas,Bmw,5,140000,7900,Clean,1,2011
Green,Excellent,6,4Wd,Gas,Chrysler,Pacifica,149000,3900,Clean,1,2005
Red,Like New,4,Fwd,Gas,Volkswagen,Beetle,110000,9800,Clean,1,2015
Blue,Excellent,8,Rwd,Gas,Ford,F150,150000,7900,Clean,1,2005
Silver,Excellent,6,Rwd,Gas,Bmw,Z3,96000,6900,Clean,1,2000
Blue,Excellent,4,Fwd,Gas,Scion,Xb,149000,5900,Clean,1,2008
Black,Like New,4,Fwd,Gas,Mini Cooper,S,120000,5900,Clean,0,2004
Grey,Excellent,6,Fwd,Gas,Lexus,Is,113887,11700,Clean,1,2008
Green,Good,6,Rwd,Gas,Bmw,5,173000,3900,Clean,1,2002
White,Excellent,8,Rwd,Gas,Gmc,Yukon,120000,8900,Clean,1,2007
Silver,Excellent,4,4Wd,Gas,Nissan,Versa,80000,5999,Clean,1,2012
Grey,Good,4,Fwd,Gas,Scion,Tc,106500,4500,Clean,0,2006
Black,Excellent,6,Rwd,Gas,Lexus,Is250,175000,7900,Clean,1,2007
White,Excellent,4,4Wd,Gas,Subaru,Forester,148000,8900,Clean,1,2013
Red,Like New,4,4Wd,Gas,Subaru,Wrx,101000,14800,Salvage,0,2011
Black,Good,4,4Wd,Gas,Bmw,X3,155000,10100,Clean,1,2013
Green,Good,6,4Wd,Gas,Honda,Pilot,262000,3000,Clean,1,2004
Black,Excellent,4,Fwd,Gas,Volkswagen,Jetta,24780,22480,Clean,1,2019
White,Like New,4,Fwd,Gas,Audi,A4,18000,29000,Clean,1,2019
Grey,Like New,6,Rwd,Gas,Nissan,Murano,94000,3900,Clean,1,2014
White,Good,4,Fwd,Gas,Ford,Transit,75000,11900,Clean,1,2015
Grey,Excellent,4,Fwd,Hybrid,Toyota,Prius,150000,5500,Clean,1,2007
Blue,Excellent,4,Fwd,Hybrid,Toyota,Prius,141574,7800,Clean,1,2010
Black,Fair,6,4Wd,Gas,Acura,Mdx,143000,2750,Clean,1,2002
Black,Good,6,Fwd,Gas,Bmw,328I,103000,4900,Clean,1,2008
Red,Excellent,4,Fwd,Gas,Toyota,Yaris,150000,6500,Clean,1,2014
White,Excellent,8,4Wd,Other,Chevrolet,Tahoe,197000,12700,Clean,1,2011
Red,Excellent,6,Rwd,Gas,Infiniti,G37,122000,12000,Clean,1,2012
Grey,Excellent,4,Fwd,Hybrid,Toyota,Prius,200000,5500,Clean,1,2008
Silver,Good,4,Fwd,Gas,Hyundai,Sonata,110000,5900,Salvage,1,2015
White,Good,6,4Wd,Gas,Nissan,Xterra,124026,4000,Clean,1,2002
Silver,Good,8,Rwd,Gas,Chevrolet,Corvette,93000,16500,Clean,1,2002
Black,Excellent,8,Rwd,Gas,Bmw,X5,99000,16700,Clean,1,2014
Grey,Like New,8,Rwd,Gas,Mercedes,S550,72600,13000,Clean,1,2007
White,Like New,4,Fwd,Gas,Lincoln,Navigator,56400,9000,Salvage,1,2006
Blue,Fair,8,Rwd,Gas,Chevrolet,Corvette,81744,8500,Salvage,1,1994
Green,Excellent,4,Rwd,Gas,Toyota,Prius,190000,9200,Clean,1,2013
Blue,Excellent,4,Fwd,Gas,Toyota,Prius,96000,7600,Clean,1,2004
Blue,Good,4,Rwd,Gas,Nissan,Versa,174000,3000,Clean,1,2010
Black,Like New,4,Rwd,Gas,Bmw,750Li,144945,18000,Clean,1,2006
White,Excellent,8,Rwd,Gas,Ford,E150,87000,8900,Clean,1,2004
White,Excellent,6,Rwd,Gas,Ford,Edge,198000,5500,Clean,1,2012
Blue,Good,4,Fwd,Gas,Volkswagen,Tiguan,137000,11500,Clean,1,2018
Black,Good,6,4Wd,Gas,Saturn,Vue,149000,2900,Clean,1,2002
White,Good,8,Fwd,Gas,Toyota,Tundra,91000,13999,Clean,1,2008
White,Excellent,6,Rwd,Gas,Bmw,325I,107000,11000,Clean,1,2004
Grey,Excellent,4,Fwd,Gas,Jeep,Patriot,100300,7980,Clean,1,2013
Grey,Excellent,6,Fwd,Gas,Lexus,Es,170000,6850,Clean,1,2006
Blue,Good,4,Rwd,Gas,Toyota,Prius,110,5500,Clean,1,2008
Silver,Good,6,Rwd,Diesel,Infiniti,Q50,122500,12500,Salvage,1,2014
Grey,Good,6,4Wd,Gas,Toyota,Tacoma,28560,34500,Salvage,1,2020
Red,Good,8,4Wd,Gas,Chevrolet,Blazer,180000,7500,Clean,1,1993
Red,Fair,6,Rwd,Gas,Volkswagen,Gti,170000,2500,Clean,1,2006
White,Good,4,Rwd,Gas,Nissan,Sentra,120000,5900,Clean,1,2014
White,Excellent,8,4Wd,Gas,Ford,F150,153200,10000,Clean,1,2004
Grey,Excellent,4,Fwd,Gas,Audi,Q5,21000,36800,Clean,1,2019
Silver,Excellent,4,Fwd,Gas,Ford,Escape,94321,9000,Clean,1,2015
White,Excellent,4,Fwd,Gas,Honda,Civic,117000,16950,Clean,1,2013
Silver,Good,4,Fwd,Gas,Honda,Accord,106000,12400,Clean,1,2015
Black,Like New,4,Rwd,Gas,Honda,Crv,98234,7200,Clean,1,2012
White,Like New,8,Rwd,Other,Ford,F150,46571,24500,Salvage,1,2019
Green,Excellent,4,Fwd,Gas,Kia,Soul,98000,10995,Clean,1,2015
Grey,Fair,6,Rwd,Gas,Ford,Ranger,160000,1200,Clean,1,2002
Black,Excellent,4,Fwd,Gas,Honda,Element,99553,15500,Clean,1,2010
Grey,Like New,0,Rwd,Electric,Tesla,Model 3,20295,46895,Clean,1,2020
Silver,Fair,4,Rwd,Gas,Toyota,Corolla,165309,1700,Salvage,1,1998
White,Excellent,6,Rwd,Gas,Chevrolet,Silverado,110000,7200,Clean,1,2001
Silver,Good,0,Rwd,Electric,Smart,Fortwo,41163,5300,Clean,0,2013
White,Like New,4,Fwd,Gas,Audi,A4,73000,11900,Clean,1,2013
Grey,Like New,8,Fwd,Gas,Chevrolet,Tahoe,119000,8400,Salvage,1,2010
Black,Like New,4,Fwd,Gas,Honda,Odyssey,150213,4900,Clean,1,2006
Grey,Excellent,4,Fwd,Gas,Kia,Soul,37244,19500,Clean,1,2022
Black,Excellent,6,4Wd,Gas,Jeep,Wrangler,98000,18500,Salvage,1,2014
Black,Good,4,Fwd,Gas,Volkswagen,Passat,105000,2300,Clean,1,2002
Silver,Excellent,6,Rwd,Gas,Mercedes,E320,162700,4500,Clean,1,2003
White,Like New,8,4Wd,Gas,Chevrolet,Silverado,89000,15000,Clean,1,2010
Grey,Excellent,0,Rwd,Electric,Tesla,Model S,63000,38900,Clean,1,2016
White,Like New,6,4Wd,Gas,Toyota,Tacoma,186000,19995,Clean,1,2001
Red,Excellent,6,Fwd,Gas,Cadillac,Srx,162990,8359,Clean,1,2011
Red,Excellent,6,Rwd,Gas,Toyota,Tacoma,130000,16000,Clean,1,2003
Grey,Good,4,4Wd,Gas,Honda,Crv,179000,7200,Clean,1,2010
White,Like New,8,Rwd,Gas,Chevrolet,Silverado,75000,28900,Clean,1,2015
Blue,Like New,4,Fwd,Gas,Toyota,Camry,160213,7900,Clean,1,2014
White,Like New,4,Fwd,Gas,Toyota,Yaris,58781,15500,Salvage,1,2019
Black,Excellent,6,4Wd,Gas,Mercedes,E350,120000,9150,Clean,1,2010
Silver,Good,4,Fwd,Gas,Honda,Crv,140000,12500,Clean,1,2011
Blue,Excellent,4,Rwd,Gas,Mercedes,C230,113143,2400,Salvage,1,2003
Grey,Excellent,6,4Wd,Hybrid,Toyota,Prius,217722,6500,Clean,1,2005
White,Good,6,4Wd,Gas,Jeep,Cherokee,220000,6500,Clean,1,1999
Brown,Like New,8,Rwd,Gas,Toyota,Sequoia,150357,6500,Clean,1,2002
Grey,Excellent,6,Fwd,Gas,Toyota,Sienna,83000,14500,Salvage,1,2015
White,Like New,4,Fwd,Gas,Hyundai,Sonata,23000,17999,Clean,1,2017
White,Excellent,8,Fwd,Gas,Ford,E250,90000,9900,Clean,1,2011
White,Excellent,4,Rwd,Gas,Alfa,Romeo,108500,13900,Clean,0,1989
White,Good,4,Fwd,Gas,Honda,Accord,162000,5500,Clean,1,2008
Silver,Excellent,4,Fwd,Gas,Nissan,Versa,103005,7900,Clean,1,2017
Black,Excellent,4,Fwd,Gas,Nissan,Sentra,52005,14600,Clean,1,2019
Black,Excellent,6,Fwd,Gas,Cadillac,Srx,100075,11900,Clean,1,2013
White,Good,8,Fwd,Gas,Chevrolet,Silverado,255000,6800,Clean,1,2005
Blue,Excellent,6,Fwd,Gas,Mercedes,S500,89000,8000,Clean,1,2000
Red,Good,4,4Wd,Gas,Jeep,Wrangler,67500,25500,Clean,1,2016
Silver,Excellent,4,Fwd,Gas,Honda,Civic,115000,8900,Salvage,1,2014
White,Excellent,6,Rwd,Gas,Ford,Ranger,145000,4500,Clean,1,2002
White,Excellent,8,4Wd,Gas,Dodge,Ram,3500,31500,Clean,1,2013
Blue,Excellent,4,Rwd,Gas,Toyota,Tacoma,155220,12300,Clean,1,2005
Black,Like New,4,Fwd,Gas,Honda,Civic,20500,24900,Clean,1,2020
White,Good,6,Fwd,Gas,Chevrolet,Express,120000,14800,Clean,1,2018
Blue,Excellent,4,Rwd,Gas,Honda,Fit,180000,6300,Clean,1,2011
White,Excellent,4,4Wd,Gas,Toyota,Tacoma,76000,13900,Clean,1,2015
Silver,Excellent,6,Rwd,Gas,Jeep,Grand,179237,3150,Clean,1,1997
Red,Excellent,8,Rwd,Gas,Chevrolet,Silverado,165300,12900,Clean,1,2011
Grey,Excellent,6,4Wd,Gas,Acura,Rdx,43000,24000,Salvage,1,2017
Blue,Fair,4,Fwd,Gas,Toyota,Camry,181600,4000,Clean,0,2007
Black,Excellent,4,Fwd,Diesel,Volkswagen,Jetta,103000,11000,Clean,1,2012
Green,Good,12,4Wd,Diesel,Ford,E450,176000,24000,Clean,1,2002
Black,Excellent,6,Rwd,Gas,Bmw,330I,137006,7500,Clean,1,2006
Grey,Like New,8,Rwd,Gas,Chevrolet,Corvette,95000,22000,Clean,0,2007
Black,Good,6,4Wd,Gas,Jeep,Wrangler,120674,14000,Clean,1,2002
White,Good,4,4Wd,Gas,Kia,Forte,207000,3900,Clean,1,2010
Green,Excellent,6,Fwd,Gas,Toyota,Rav4,91300,10900,Clean,1,2012
Silver,Like New,6,Rwd,Gas,Dodge,Charger,46991,19800,Salvage,1,2020
Grey,Excellent,8,Rwd,Gas,Toyota,Tundra,82000,17800,Clean,1,2011
White,Fair,8,4Wd,Gas,Nissan,Titan,211000,1500,Clean,1,2006
White,Excellent,4,Fwd,Gas,Honda,Accord,240000,4200,Clean,1,2007
Black,Good,6,Fwd,Gas,Lexus,Is250,156100,6999,Clean,1,2008
Silver,Good,4,4Wd,Gas,Subaru,Impreza,250000,2800,Clean,0,2006
Black,Excellent,3,Rwd,Gas,Smart,Fortwo,69000,6500,Clean,1,2008
White,Good,4,Fwd,Gas,Nissan,Sentra,166000,5500,Clean,1,2013
Silver,Good,6,Fwd,Gas,Lexus,Es,106000,6000,Clean,1,1998
Red,Good,8,Rwd,Hybrid,Toyota,Prius,67500,10500,Salvage,1,2010
Purple,Good,4,4Wd,Gas,Honda,Accord,132210,7499,Salvage,1,2015
Blue,Good,5,Fwd,Gas,Volvo,S60,123000,6750,Salvage,1,2012
Black,Excellent,6,Fwd,Gas,Nissan,Pathfinder,88800,13900,Clean,1,2016
White,Excellent,6,Fwd,Gas,Ram,Promaster,74952,25000,Clean,1,2015
Grey,Excellent,0,Fwd,Electric,Bmw,I3,31053,16900,Clean,1,2015
White,Like New,4,Fwd,Gas,Kia,Optima,101000,14000,Clean,1,2017
Blue,Excellent,6,4Wd,Gas,Bmw,X3,159111,4999,Clean,1,2004
Black,Excellent,6,Fwd,Gas,Ford,Transit,120000,7500,Clean,1,2016
Yellow,Good,6,Fwd,Gas,Ram,Promaster,148000,16000,Clean,1,2014
Red,Good,6,Fwd,Gas,Hyundai,Elantra,197000,2500,Clean,1,2010
Yellow,Fair,4,Fwd,Hybrid,Toyota,Prius,161902,7249,Clean,1,2011
Black,Excellent,4,Fwd,Gas,Chevrolet,Cruze,81000,8500,Clean,1,2013
Red,Excellent,6,Rwd,Gas,Bmw,335I,117000,17000,Clean,1,2012
White,Excellent,4,Fwd,Hybrid,Toyota,Prius,97500,14000,Clean,1,2015
Red,Good,4,Rwd,Gas,Mazda,Miata,49230,11000,Clean,0,2003
White,Excellent,4,4Wd,Diesel,Chevrolet,Colorado,84000,41000,Clean,1,2018
Black,Fair,8,Rwd,Diesel,Ford,F350,263000,8900,Clean,1,2000
Silver,Excellent,4,Rwd,Gas,Honda,Civic,189000,3500,Clean,1,2003
Grey,Excellent,5,4Wd,Gas,Bmw,X5,107000,17922,Clean,0,2015
Red,Good,6,4Wd,Diesel,Dodge,Ram,256000,13999,Salvage,1,1997
Black,Good,4,4Wd,Gas,Chevrolet,Malibu,200000,4500,Clean,1,2009
Silver,Excellent,8,Rwd,Gas,Ford,Mustang,56700,14200,Clean,0,2005
Black,Excellent,8,4Wd,Gas,Cadillac,Escalade,80000,16000,Clean,1,2007
Black,Fair,8,Fwd,Gas,Chevrolet,Tahoe,250000,8000,Clean,1,2007
White,Like New,4,Rwd,Gas,Nissan,Nv200,59000,16000,Clean,1,2016
White,Excellent,6,4Wd,Gas,Bmw,X3,13200,41500,Clean,1,2021
Green,Good,6,Rwd,Gas,Toyota,Sienna,175000,2900,Clean,1,1999
Black,Good,6,Fwd,Gas,Ford,Flex,180000,4950,Clean,1,2010
Grey,Like New,4,Rwd,Gas,Volkswagen,Vanagon,118000,45000,Salvage,0,1990
Blue,Excellent,8,Rwd,Gas,Toyota,Tundra,102000,28900,Clean,1,2015
Red,Good,6,Rwd,Diesel,Dodge,Ram,214500,20500,Clean,0,1995
Brown,Excellent,4,Rwd,Gas,Ford,Focus,68000,6000,Clean,1,2005
Black,Excellent,6,Fwd,Gas,Dodge,Journey,123730,9600,Clean,1,2015
White,Good,6,Rwd,Gas,Ford,Transit,105000,21000,Clean,1,2015
Black,Excellent,6,Rwd,Gas,Chevrolet,Impala,155026,6500,Clean,1,2014
Grey,Excellent,6,Rwd,Gas,Nissan,Xterra,200000,4600,Clean,1,2009
Silver,Like New,4,Fwd,Gas,Toyota,Camry,31992,23999,Clean,1,2020
White,Excellent,4,Rwd,Diesel,Ford,F250,200000,12500,Clean,1,2002
Black,Excellent,4,Fwd,Gas,Toyota,Scion,260000,2200,Clean,1,2005
Silver,Like New,4,Fwd,Gas,Kia,Optima,83428,9900,Clean,1,2014
Black,Excellent,8,Rwd,Gas,Chevrolet,Suburban,196781,9500,Clean,1,2004
Silver,Good,4,Rwd,Gas,Chevrolet,Trailblazer,174575,2500,Salvage,1,2004
Green,Fair,4,4Wd,Gas,Jeep,Wrangler,182345,3200,Clean,0,1995
Blue,Excellent,0,Rwd,Electric,Tesla,Model S,82000,27300,Clean,1,2013
Black,Good,6,Rwd,Gas,Volkswagen,Jetta,60120,15800,Clean,1,2017
Yellow,Good,4,Fwd,Gas,Nissan,Sentra,13000,7500,Clean,0,2007
Red,Fair,8,Rwd,Diesel,Ford,F450,21800,13500,Clean,0,1997
Brown,Excellent,8,4Wd,Gas,Ford,F150,125773,12700,Clean,1,2005
Silver,Excellent,6,Rwd,Gas,Ford,Explorer,274000,7500,Clean,1,2006
Silver,Good,4,Fwd,Gas,Toyota,Camry,176026,4700,Clean,1,2004
White,Good,6,Rwd,Gas,Ford,F350,1234,10000,Clean,1,2004
Grey,Like New,6,4Wd,Gas,Porsche,Cayenne,49000,51000,Clean,1,2019
Black,Like New,4,Fwd,Gas,Honda,Accord,80000,14900,Clean,1,2014
White,Excellent,0,Rwd,Electric,Tesla,Model 3,27800,35900,Clean,1,2021
Grey,Excellent,4,Fwd,Gas,Honda,Accord,205000,3999,Clean,1,2006
Brown,Fair,6,Rwd,Gas,Toyota,Camry,169000,1800,Clean,1,1992
White,Excellent,4,4Wd,Gas,Toyota,Fj,166000,31000,Clean,1,2010
Black,Good,6,Rwd,Gas,Mercedes,E320,189000,4000,Clean,1,2005
Red,Good,6,Rwd,Gas,Cadillac,Cts,111888,1150,Clean,1,2006
Grey,Excellent,4,Fwd,Hybrid,Toyota,Prius,151000,9300,Clean,1,2012
Black,Good,4,Fwd,Gas,Chevrolet,Cruze,89000,6800,Clean,1,2014
Silver,Excellent,4,Fwd,Gas,Toyota,Camry,177000,6500,Clean,1,2010
Black,Excellent,4,Fwd,Gas,Honda,Accord,200000,4500,Clean,1,2004
Silver,Good,6,Rwd,Gas,Toyota,4Runner,182400,5000,Clean,1,2002
Blue,Good,4,Rwd,Gas,Nissan,Frontier,140000,7500,Salvage,1,2012
White,Excellent,8,Rwd,Gas,Ford,E250,76100,10200,Clean,1,1989
Orange,Excellent,4,4Wd,Gas,Honda,Element,79600,15000,Salvage,1,2009
White,Excellent,8,Rwd,Diesel,Ford,F250,210000,9500,Clean,1,2006
Black,Good,4,Fwd,Gas,Honda,Civic,111134,8000,Salvage,1,2013
White,Good,8,Fwd,Diesel,Ford,F250,317251,19950,Clean,0,2015
White,Excellent,8,4Wd,Diesel,Ford,F350,150140,34999,Clean,0,2016
Grey,Excellent,4,4Wd,Gas,Subaru,Forester,133822,18995,Clean,1,2017
Grey,Good,4,Fwd,Hybrid,Toyota,Prius,212000,5500,Clean,1,2007
Blue,Excellent,4,Fwd,Gas,Toyota,Corolla,200000,7500,Clean,1,2013
White,Excellent,4,Fwd,Gas,Toyota,Tacoma,143500,7900,Clean,0,1997
Silver,Like New,4,Rwd,Gas,Toyota,Corolla,44000,23000,Clean,1,2019
Black,Excellent,4,4Wd,Gas,Subaru,Forester,164000,8300,Clean,1,2009
White,Like New,4,Fwd,Hybrid,Toyota,Prius,129000,13500,Clean,1,2013
Silver,Like New,4,Fwd,Hybrid,Toyota,Prius,91000,9500,Clean,1,2007
Grey,Excellent,4,Fwd,Gas,Hyundai,Elantra,142090,6900,Clean,1,2013
White,Like New,8,Rwd,Gas,Dodge,Ram,226000,7500,Clean,1,2005
Brown,Fair,4,4Wd,Gas,Subaru,Outback,171000,5300,Clean,0,2008
Black,Fair,6,Rwd,Gas,Mercedes,C300,151000,2600,Clean,1,2010
Black,Good,6,Rwd,Gas,Bmw,335I,92000,7500,Clean,1,2010
Blue,Like New,6,Rwd,Gas,Chrysler,Town,118000,11800,Clean,1,2015
Grey,Good,6,Rwd,Gas,Toyota,Tacoma,290000,7600,Clean,1,2003
Green,Excellent,6,Rwd,Gas,Chevrolet,Astro,134000,7300,Clean,1,2000
